brand,currency,price,colors,name,sizes,categories
portwest,usd,40.52,multicolor,"portwest fw33 regular steelite arx safety trainer shoe, black - size 47 & 12",10,"all men's shoes,shoes,men's shoes,clothing"
portwest,usd,40.81,multicolor,"portwest fw33 regular steelite arx safety trainer shoe, black - size 47 & 12",7,"all men's shoes,shoes,men's shoes,clothing"
portwest,usd,55.23,multicolor,"portwest fw33 regular steelite arx safety trainer shoe, black - size 47 & 12",3,"all men's shoes,shoes,men's shoes,clothing"
portwest,usd,54.7,multicolor,"portwest fw33 regular steelite arx safety trainer shoe, black - size 47 & 12",11,"all men's shoes,shoes,men's shoes,clothing"
la sportiva,usd,165,yellow,la sportiva katana lace up athletic sneaker climbing shoe - mens,7,"all men's shoes,shoes,men's shoes,clothing"
new balance,usd,51.99,black,new balance m574 men round toe suede fashion sneakers,10,"all men's shoes,shoes,men's shoes,clothing"
new balance,usd,175.51,black,new balance m574 men round toe suede fashion sneakers,10,"all men's shoes,shoes,men's shoes,clothing"
new balance,usd,65,black,new balance m574 men round toe suede fashion sneakers,10,"all men's shoes,shoes,men's shoes,clothing"
callaway,usd,99.99,beige,"callaway del mar sport men's leather spikeless golf shoe, 10.5 med white/navy -",7,"all men's shoes,shoes,men's shoes,clothing"
callaway,usd,49.99,red,"callaway del mar sport men's leather spikeless golf shoe, 10.5 med white/navy -",11,"all men's shoes,shoes,men's shoes,clothing"
ray-ban,aud,215.43,red,new ray-ban rb3136 caravan icons sports sunglasses/eyewear - arista/g-15 xlt /,11,"clothing, shoes, accessories,men's sunglasses"
ray-ban,aud,178.95,red,new ray-ban rb3136 caravan icons sports sunglasses/eyewear - arista/g-15 xlt /,5,"clothing, shoes, accessories,men's sunglasses"
ray-ban,aud,205.45,green,new ray-ban rb3136 caravan icons sports sunglasses/eyewear - arista/g-15 xlt /,3,"clothing, shoes, accessories,men's sunglasses"
the original swat footwear,usd,65.04,black,the original swat footwear co 1151-blk-9.5 classic 6 uniform boot,7,"clothing, shoes & accessories,men's shoes,boots"
ganesha handicraft,usd,40,brown,men's genuine vintage leather messenger bag shoulder laptop bag leather bag,12,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
frye,usd,74.99,brown,men's frye 84435 brown dress shoes size 11 d msrp  228.,11,"clothing, shoes & accessories,men's shoes,casual"
levi's,usd,29.99,"black,off-white",levi's men's carrier cargo shorts,"30,32,34,36,38,40,42,44","clothing, shoes & jewelry,clothing,men's clothing,men's shorts,all men's clothing"
levi's,usd,50,"black,off-white",levi's men's carrier cargo shorts,"30,32,34,36,38,40,42,44","clothing, shoes & jewelry,clothing,men's clothing,men's shorts,all men's clothing"
etnies,usd,34.99,red,"etnies mens fader ls skate sneaker shoe, light grey/dark grey, us 11",4,"all men's shoes,shoes,men's shoes,clothing"
etnies,usd,54.99,red,"etnies mens fader ls skate sneaker shoe, light grey/dark grey, us 11",5,"all men's shoes,shoes,men's shoes,clothing"
unique bargains,usd,10.99,red,unique bargains metal trigger lobster clasp swivel keyring key chain hook silver tone,4,"men's jewelry,men's accessories,clothing, shoes & jewelry,jewelry"
unique bargains,usd,4.99,green,unique bargains metal trigger lobster clasp swivel keyring key chain hook silver tone,4,"men's jewelry,men's accessories,clothing, shoes & jewelry,jewelry"
unique bargains,usd,5.96,black,unique bargains metal trigger lobster clasp swivel keyring key chain hook silver tone,7,"men's jewelry,men's accessories,clothing, shoes & jewelry,jewelry"
unique bargains,usd,5.05,green,unique bargains metal trigger lobster clasp swivel keyring key chain hook silver tone,12,"men's jewelry,men's accessories,clothing, shoes & jewelry,jewelry"
unique bargains,usd,11.99,brown,unique bargains metal trigger lobster clasp swivel keyring key chain hook silver tone,9,"men's jewelry,men's accessories,clothing, shoes & jewelry,jewelry"
handmade,usd,59.99,brown,men's realgoat leather vintage brown messenger bag shoulder laptop bag briefcase,10,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
handmade,usd,59.9,brown,men's realgoat leather vintage brown messenger bag shoulder laptop bag briefcase,12,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
handmade,usd,60,brown,men's realgoat leather vintage brown messenger bag shoulder laptop bag briefcase,10,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
panda superstore,usd,22.8,green,panda superstore cute children kids swimwear boy's swimwear two-piece swimsuits,4,"all men's clothing,men's clothing,specialty shops,swimwear for the family,clothing, shoes & jewelry,men's swimwear,clothing"
royer,usd,271.64,black,"royer size 5 steel toe work boots, men's, brown, eee, 1-2161xpa-050",10,"home improvement,work safety clothing and equipment,men's work & safety shoes"
gifts,usd,19.99,other,tennessee titans slipper m,8,"shoes,men's slippers,men's shoes,clothing"
vans,usd,60,black,vans av classic   round toe canvas  sneakers,"10.5,8.5,10,9.5,7.5,9,8","all men's shoes,shoes,men's shoes,clothing"
vans,usd,25.99,black,vans av classic   round toe canvas  sneakers,"10.5,8.5,10,9.5,7.5,9,8","all men's shoes,shoes,men's shoes,clothing"
viking,usd,55.13,brown,viking u6330p adult's journeyman 300d safety bib pants,"3x,4x,xxl,s,l,m,xl","clothing, shoes & jewelry,men,clothing,pants"
viking,usd,58.28,grey,viking u6330p adult's journeyman 300d safety bib pants,"3x,4x,xxl,s,l,m,xl","clothing, shoes & jewelry,men,clothing,pants"
skechers,usd,79,black,skechers 64950 blk men's tride slipper,"10,10.5,11,11.5,12,13,7,7.5,8,8.5,9,9.5","clothing,shoes,men's shoes,all men's shoes"
cushe,usd,37.49,grey,cushe mens evo-lite suede casual lace up fashion sneaker shoe,4,"all men's shoes,shoes,men's shoes,clothing"
cushe,usd,37.99,grey,cushe mens evo-lite suede casual lace up fashion sneaker shoe,11,"all men's shoes,shoes,men's shoes,clothing"
cushe,usd,68,grey,cushe mens evo-lite suede casual lace up fashion sneaker shoe,5,"all men's shoes,shoes,men's shoes,clothing"
cushe,usd,37.99,grey,cushe mens evo-lite suede casual lace up fashion sneaker shoe,6,"all men's shoes,shoes,men's shoes,clothing"
zoot,usd,39.99,brown,zoot tt trainer   round toe synthetic  sneakers,10,"all men's shoes,shoes,men's shoes,clothing"
zoot,usd,110,beige,zoot tt trainer   round toe synthetic  sneakers,11,"all men's shoes,shoes,men's shoes,clothing"
zoot,usd,42.99,red,zoot tt trainer   round toe synthetic  sneakers,5,"all men's shoes,shoes,men's shoes,clothing"
zoot,usd,51.98,brown,zoot tt trainer   round toe synthetic  sneakers,10,"all men's shoes,shoes,men's shoes,clothing"
azzuro,usd,38.99,green,azzuro men long sleeve one button closure split back blazer jacket light gray s,11,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
azzuro,usd,78.99,grey,azzuro men long sleeve one button closure split back blazer jacket light gray s,11,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
puma,usd,75,blacksilverorange,puma rs100 aw men's shoes size,14,"all men's shoes,shoes,men's shoes,clothing"
puma,usd,69.9,blacksilverorange,puma rs100 aw men's shoes size,14,"all men's shoes,shoes,men's shoes,clothing"
newton running,usd,49.95,tan,newton running armed services guidance trainer,5,"all men's shoes,shoes,men's shoes,clothing"
vans,usd,39.99,grey - midgreygum,vans mens av era 1.5 sneakers,7,"all men's shoes,shoes,men's shoes,clothing"
vans,usd,65,grey - midgreygum,vans mens av era 1.5 sneakers,4,"all men's shoes,shoes,men's shoes,clothing"
vans,usd,59.99,grey - midgreygum,vans mens av era 1.5 sneakers,3,"all men's shoes,shoes,men's shoes,clothing"
vans,usd,36.99,grey - midgreygum,vans mens av era 1.5 sneakers,5,"all men's shoes,shoes,men's shoes,clothing"
k- swiss,usd,70,red,k- swiss mens bb warm up tennis pant dress blue,3,"clothing, shoes & jewelry,clothing,men's clothing,men's pants,all men's clothing"
safety gear,usd,76.26,green,safety gear safetygear 250-21-0409 hi-voltage ac safety eyewear with matte black temples semi-rimless frame and amber tinted lens 12-pair,3,"power tools,safety apparel,women's workwear & uniforms,safety & shop gear,workwear & uniforms,hand tools,clothing,tools,men's protective eyewear,men's clothing,office supplies,women's clothing,safety glasses & face shields,women's workwear accessories,clothing, shoes & jewelry,women's protective eyewear,men's workwear & uniforms,men's workwear accessories,office safety & security"
safety gear,usd,77.36,black,safety gear safetygear 250-21-0409 hi-voltage ac safety eyewear with matte black temples semi-rimless frame and amber tinted lens 12-pair,11,"power tools,safety apparel,women's workwear & uniforms,safety & shop gear,workwear & uniforms,hand tools,clothing,tools,men's protective eyewear,men's clothing,office supplies,women's clothing,safety glasses & face shields,women's workwear accessories,clothing, shoes & jewelry,women's protective eyewear,men's workwear & uniforms,men's workwear accessories,office safety & security"
baffin,usd,186.78,red,baffin lightning boot size 12,9,"all men's shoes,shoes,men's shoes,clothing"
mercanti fiorentini,usd,161.99,brown,mercanti fiorentini fiesole men  cap toe leather  oxford,9.5,"men's dress shoes,shoes,men's shoes,clothing"
mercanti fiorentini,usd,295,brown,mercanti fiorentini fiesole men  cap toe leather  oxford,9.5,"men's dress shoes,shoes,men's shoes,clothing"
puma,usd,86.98,white,puma evospeed 1.4 sf   round toe leather  sneakers,12,"men's casual shoes,shoes,men's shoes,clothing"
puma,usd,110,white,puma evospeed 1.4 sf   round toe leather  sneakers,12,"men's casual shoes,shoes,men's shoes,clothing"
nike,usd,86.89,multi-color,new men's nike jordan eclipse ltr athletic sneakers black 807706 030 size 10,10,"clothing, shoes & accessories,men's shoes,athletic"
skechers,usd,76.66,brown,"skechers 77066 -blk sz 8.5 slip-on shoes,8-1/2,d,men,slip on,blk,pr g2273820",10,"men's casual shoes,shoes,men's shoes,clothing"
georgia boot,usd,159.99,brown,"georgia boot g4374 9 med work boots,9,medium,9inh,eva midsole,pr",11,"home improvement,men's work & safety shoes,all men's shoes,work safety clothing and equipment,shoes,men's shoes,clothing"
georgia boot,usd,162.39,beige,"georgia boot g4374 9 med work boots,9,medium,9inh,eva midsole,pr",3,"home improvement,men's work & safety shoes,all men's shoes,work safety clothing and equipment,shoes,men's shoes,clothing"
mezlan,usd,424.95,"tan calf,graphite calf",men's mezlan bilbao oxford,5,"men's dress shoes,shoes,men's shoes,clothing"
marc jacobs,aud,349.95,gold,new authentic marc jacobs sunglasses mj 305/s 001/la gold brown 62mm,3,"clothing, shoes, accessories,men's sunglasses"
timberland,usd,139.29,grey,timberland men's 6 inch premium boot leather rust orange ankle-high leather boot - 10m,5,"clothing,shoes,men's shoes,all men's shoes"
generic surplus,usd,13.99,beige,generic surplus slip-on    round toe canvas  loafer,"10,10.5,11,8,9","clothing,shoes,men's shoes,all men's shoes"
champ,usd,5.75,black,champ replacement football cleats 1/2 inch 2 color 13mm composite studs 14 pc,8,"sporting goods,team sports,football,clothing, shoes & accessories,shoes & cleats,men"
puma,usd,44.99,white,puma roma basic men  round toe synthetic white walking shoe,"7,11.5,13","men's casual shoes,shoes,men's shoes,clothing"
puma,usd,58,white,puma roma basic men  round toe synthetic white walking shoe,"7,11.5,13","men's casual shoes,shoes,men's shoes,clothing"
puma,usd,23.99,white,puma roma basic men  round toe synthetic white walking shoe,"7,11.5,13","men's casual shoes,shoes,men's shoes,clothing"
gifts infinity,usd,39.95,black,hot new silver tone praying hands men's pendant with free 30 rope chain,12,"men,necklaces & pendants,clothing, shoes & jewelry,religious,jewelry"
gifts infinity,usd,13.95,grey,hot new silver tone praying hands men's pendant with free 30 rope chain,12,"men,necklaces & pendants,clothing, shoes & jewelry,religious,jewelry"
gifts infinity,usd,11.95,grey,hot new silver tone praying hands men's pendant with free 30 rope chain,3,"men,necklaces & pendants,clothing, shoes & jewelry,religious,jewelry"
gifts infinity,usd,39.95,beige,hot new silver tone praying hands men's pendant with free 30 rope chain,8,"men,necklaces & pendants,clothing, shoes & jewelry,religious,jewelry"
gifts infinity,usd,11.95,beige,hot new silver tone praying hands men's pendant with free 30 rope chain,6,"men,necklaces & pendants,clothing, shoes & jewelry,religious,jewelry"
coogi,usd,19.99,black,coogi chambers men's athletic shoes casual sneakers,3,"clothing,shoes,men's shoes,all men's shoes"
coogi,usd,60,black,coogi chambers men's athletic shoes casual sneakers,7,"clothing,shoes,men's shoes,all men's shoes"
under armour,usd,47.99,black,under armour lockdown   round toe leather  basketball shoe,"8.5,9,8,13","all men's shoes,shoes,men's shoes,clothing"
under armour,usd,60,black,under armour lockdown   round toe leather  basketball shoe,"8.5,9,8,13","all men's shoes,shoes,men's shoes,clothing"
skechers,usd,75.65,desert brown,skechers 64114 dsch men's glides-calculous oxford,"10.5,8.5,10,7,9.5,7.5,9,11.5,8,13,11,12","men's dress shoes,shoes,men's shoes,clothing"
kenneth cole ny,usd,58.99,brown,kenneth cole ny peer pressure men  square toe leather brown loafer,"10.5,8.5,9","men's dress shoes,shoes,men's shoes,clothing"
kenneth cole ny,usd,37.99,brown,kenneth cole ny peer pressure men  square toe leather brown loafer,"10.5,8.5,9","men's dress shoes,shoes,men's shoes,clothing"
kenneth cole ny,usd,148,brown,kenneth cole ny peer pressure men  square toe leather brown loafer,"10.5,8.5,9","men's dress shoes,shoes,men's shoes,clothing"
vans av78,usd,4.99,grays,vans av78 new solid charcoal gray mens size 34x34 chinos pants  53 deal #300,9,"clothing, shoes & accessories,men's clothing,pants"
montana silversmiths,usd,119,red,montana silversmiths western belt buckle mens pbr silver 6135rts-pbr3f,6,"clothing, shoes & accessories,men's accessories,belt buckles"
jordan,usd,130,whitemetallic silvergym red,jordan incline basketball men's shoes size,"10,10.5,11,11.5,12,13","clothing,shoes,men's shoes,all men's shoes"
nike,usd,269,blackmatte silverblue,nike mens air jordan 9 retro slim jenkins black/matte silver/blue 302370-045,"8,11","all men's shoes,shoes,men's shoes,clothing"
carhartt,usd,27.5,deepstone,carhartt b13 dps denim carpenter work pant size 32 x 30 original fit,3,"clothing, shoes & accessories,men's clothing,jeans"
carhartt,usd,28.5,deepstone,carhartt b13 dps denim carpenter work pant size 32 x 30 original fit,6,"clothing, shoes & accessories,men's clothing,jeans"
skechers,usd,69.5,chocolate,skechers mens harper melden,11 m,"men's casual shoes,shoes,men's shoes,clothing"
converse,usd,34.99,purple,converse unisex chuck taylor broken hearts ox,7,"all men's shoes,shoes,men's shoes,clothing"
coach,usd,239.88,saddle,nwt coach mens brown saddle leather tote shoulder bag handbag purse f71722,10,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
coach,usd,239.99,saddle,nwt coach mens brown saddle leather tote shoulder bag handbag purse f71722,9,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
ridge footwear,usd,99.5,sand,ridge tactical boots men dura-max desert zipper 8 shaft sand 3105,14,"clothing,shoes,men's shoes,all men's shoes"
under armour,usd,211.95,black,under armour haw 2.0 boot realtree xtra 800g 12 1268175-946-12,4,"all men's shoes,shoes,men's shoes,clothing"
diamondback,usd,41.48,multicolor,workboot 6in stltoe action 9 diamondback boots - leather steel toe 655ss-9,9,"all men's shoes,shoes,men's shoes,clothing"
signature by levi strauss &amp; co,usd,30.22,brown,"signature levi strauss co mens slipper aviator (m(9/10), brown)",m,"men's slippers,shoes,men's shoes,clothing"
nike,usd,350,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,5,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,350,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,7,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,299.99,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,3,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,359.99,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,9,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,513.21,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,11,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,350,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,9,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,520.86,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,11,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,350,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,8,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,350,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,6,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,350,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,7,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,513.21,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,10,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,350,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,7,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,300,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,10,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,350,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,8,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,240,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,3,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
nike,usd,240,"multi,blackblackpersian violetvlt,blackmulticolorvolt,poison greensequoiavoltsequoia,blackmulti color-volt,blackblack-persian violet-volt,blackbright crimson-anthrct,blackpersian violetvoltblack,blackcrimson,poison greensequoiasqvlt,sport redobsidian,blackbright crimson-anthracite,blackbright crimson,blackmulti-color-volt,grey,tumbled greyblack-night silver-white,hot lavablacksunset glow",men's kobe x basketball shoe,11,"athletic,team sports,men,basketball,shoes,clothing, shoes & jewelry"
puma,usd,79.9,green,puma cell surin running men's shoes size,"11.5,7","clothing,shoes,men's shoes,all men's shoes"
propet,usd,80,black,propet stability walker - mens - greyblk nb,6,"clothing,shoes,men's shoes,all men's shoes"
propet,usd,25.99,green,propet stability walker - mens - greyblk nb,10,"clothing,shoes,men's shoes,all men's shoes"
berne apparel,usd,57.75,red,berne apparel j374mdr480 x-large regular washed gasoline jacket fleece lined - midnight,10,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
berne apparel,usd,71.4,brown,berne apparel j374mdr480 x-large regular washed gasoline jacket fleece lined - midnight,7,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
saucony,usd,8.27,gray,saucony 5290 new mens run strong gray running 1/4 zip pullover athletic s bhfo,6,"clothing, shoes & accessories,athletic apparel,men's clothing"
saucony,usd,6.71,gray,saucony 5290 new mens run strong gray running 1/4 zip pullover athletic s bhfo,10,"clothing, shoes & accessories,athletic apparel,men's clothing"
saucony,usd,13.34,gray,saucony 5290 new mens run strong gray running 1/4 zip pullover athletic s bhfo,8,"clothing, shoes & accessories,athletic apparel,men's clothing"
gameday boots,usd,259,brass,gameday boots mens college team texas a&m reveille brass tam-m092-1,11,"all men's shoes,shoes,men's shoes,clothing"
lifeguard,usd,74.42,brown,lifeguard mlg-761-r-s mens west coast lifeguard hoodie sweatshirt authentic small red,6,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
lifeguard,usd,57.81,beige,lifeguard mlg-761-r-s mens west coast lifeguard hoodie sweatshirt authentic small red,11,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
tag heuer,eur,944.99,stainless steel,formula 1 men's 41mm silver steel bracelet & case watch,12,"watches,clothing, shoes & jewelry,men,wrist watches"
tag heuer,usd,1300,stainless steel,formula 1 men's 41mm silver steel bracelet & case watch,9,"watches,clothing, shoes & jewelry,men,wrist watches"
tag heuer,usd,1300,stainless steel,formula 1 men's 41mm silver steel bracelet & case watch,3,"watches,clothing, shoes & jewelry,men,wrist watches"
tag heuer,usd,1039.99,stainless steel,formula 1 men's 41mm silver steel bracelet & case watch,12,"watches,clothing, shoes & jewelry,men,wrist watches"
tag heuer,usd,932.33,stainless steel,formula 1 men's 41mm silver steel bracelet & case watch,6,"watches,clothing, shoes & jewelry,men,wrist watches"
muck boot,usd,109.01,"bark,otter,mossy oak infinity,real tree xtra,black,gun,brown",muck boot men excursion pro mid boots,"12 m,13 m,14 m,9 m,10 m,7 m,8 m","clothing,shoes,men's shoes,all men's shoes"
mizuno,usd,62.99,multicolor,mizuno wave rider 18   round toe synthetic  running shoe,"10.5,8.5,9.5,16,13,14,11,12,10,7,7.5,12.5,9,11.5,8","all men's shoes,shoes,men's shoes,clothing"
nike,usd,199,wheatmeatallic gold-wheat,nike lebron 12 ext qs 12 generation wheat 744287 700 ltd sz 7,7,"clothing, shoes & accessories,men's shoes,athletic"
timberland,usd,130,dkbrown,tb09625b242 - brook park insulated waterproof,3,"all men's shoes,shoes,men's shoes,clothing"
kinco,usd,43.69,green,"kinco 1785c child's latex coated glove, work, 3 - 6 ages, green (pack of 12 pairs)",9,"men's work gloves,power tools,safety apparel,women's workwear & uniforms,safety & shop gear,workwear & uniforms,hand tools,clothing,tools,men's clothing,office supplies,women's clothing,women's work gloves,gloves,women's workwear accessories,clothing, shoes & jewelry,men's workwear & uniforms,men's workwear accessories,office safety & security"
hayabusa,usd,64.99,black,hayabusa men's metaru 47 silver compression shorts mma black medium,9,"clothing, shoes & accessories,men's clothing,shorts,sporting goods,boxing, martial arts & mma"
generic,usd,9,grey,starter men's mesh jogger running shoe,7,"all men's shoes,shoes,men's shoes,clothing"
generic,usd,16.87,green,starter men's mesh jogger running shoe,5,"all men's shoes,shoes,men's shoes,clothing"
levi's,usd,39.99,indie blue  ,levis 527 jeans mens new slim fit boot cut size 36 x 32 indie blue levi's #485,5,"clothing, shoes & accessories,men's clothing,jeans"
clarks,usd,39.95,tan,clarks mens delsin rise,5,"clothing,shoes,men's shoes,all men's shoes"
huf,usd,33.99,blue,huf classic hi mens blue suede high top lace up sneakers shoes,3,"all men's shoes,shoes,men's shoes,clothing"
new balance,usd,69,white,new balance mens mtl574ww white mtl574ww,"10.5,10,9.5,11.5,9,11","all men's shoes,shoes,men's shoes,clothing"
nike,usd,44.99,black,nike elite shinsen menǏ_Ǐ_Ǐ_s athletic / casual shoes sz 10.5 black,10.5,"clothing, shoes & accessories,men's shoes,athletic"
vans,usd,70,brown,vans era 59 ca   round toe suede  skate shoe,7,"clothing,shoes,men's shoes,all men's shoes"
vans,usd,37.99,red,vans era 59 ca   round toe suede  skate shoe,9,"clothing,shoes,men's shoes,all men's shoes"
nike,usd,160,pink,nike air max lebron zoom soldier vii   round toe synthetic  basketball shoe,"10.5,11","all men's shoes,shoes,men's shoes,clothing"
nike,usd,112.99,pink,nike air max lebron zoom soldier vii   round toe synthetic  basketball shoe,"10.5,11","all men's shoes,shoes,men's shoes,clothing"
